,Words
13900,"aguilar,"
13901,melissa
13902,aguilar
13903,"robles,"
13904,marisoul]
13905,"viviendo,"
13906,certeza
13907,"cumplí,"
13908,(yeah-eh-eh-eh)
13909,darías
13910,malas
13911,robaste
13912,robles]
13913,incompatible
13914,serás
13915,"marisoul,"
13916,hablado
13917,(no-no-no-no)
13918,evitado
13919,habría
13920,no-no-no-no-no)
13921,mariosoul]
13922,(yeah-eh-eh)
13923,abordar
13924,mm-mm-mm-mm
13925,"""prometiste""]"
13926,despedida
13927,contributorsprometiste
13928,mariosoul
13929,explicarme?
13930,mentira?
13931,¿o
13932,amarme?
13933,[outro]embed
13934,bess
13935,speight
13936,atwell
13937,swimming
13938,denvre
13939,gracie
13940,way)
13941,marsheaux
13942,constellate
13943,fleurie
13944,holly
13945,novastar
13946,budaah
13947,group
13948,okaywill
13949,yhung
13950,disturbed
13951,berkeley's
13952,swmrs
13953,nevve)
13954,madison
13955,to)
13956,hoop
13957,gemini
13958,sage
13959,kooks
13960,chicken
13961,bone
13962,tysm
13963,making
13964,silva
13965,bre)
13966,annie
13967,leyet
13968,cue
13969,shaddad
13970,eliza
13971,roosevelt
13972,darth
13973,love)
13974,(must
13975,knows
13976,ripp
13977,andrew
13978,stizz
13979,cousin
13980,soldier
13981,samson
13982,sidney
13983,silver
13984,somni
13985,frozen
13986,rhythm
13987,goldwash
13988,hallelujah
13989,nader
13990,aretha
13991,adams
13992,sammy
13993,frankie
13994,brother
13995,madge
13996,zones
13997,loading
13998,vile
13999,kurt
14000,hummon
14001,sideways
14002,uffie
14003,presha
14004,v
14005,(17-18)
14006,island
14007,jonze
14008,jaguar
14009,childish
14010,flava
14011,awake
14012,wide
14013,freak
14014,nothings
14015,candidates
14016,unlikely
14017,teach
14018,lung
14019,kleinman
14020,(uzowuru
14021,plane
14022,ancestral
14023,goransson
14024,ludwig
14025,sophomore
14026,blackjack
14027,flute
14028,acoustic
14029,syml
14030,does
14031,m-22
14032,urban)
14033,manor
14034,fuh
14035,vert)
14036,slime
14037,hersey
14038,janet
14039,sweetener
14040,cotis
14041,chevy
14042,swindell
14043,jacqueline
14044,jillian
14045,smith)
14046,baby]
14047,breathin
14048,lyricsariana
14049,08/17/18
14050,lele
14051,pons
14052,celoso
14053,1975
14054,tiller)
14055,bryson
14056,baauer
14057,rest
14058,everytime
14059,northern
14060,cutie
14061,cab
14062,tootimetootimetootime
14063,boston
14064,reeves
14065,wombats
14066,lourdiz)
14067,intentions
14068,method
14069,ageless
14070,prototype
14071,dram
14072,rak
14073,thutmose
14074,"studios,"
14075,hurting
14076,sultana
14077,tash
14078,briggs
14079,bishop
14080,thrice
14081,wroldsen
14082,ina
14083,funk
14084,bump
14085,balkan
14086,heart$
14087,forgotten
14088,mnek
14089,24hrs)
14090,ink
14091,jaehn)
14092,felix
14093,science
14094,allie
14095,nonchalant
14096,respectembed
14097,pasarán
14098,"pidas,"
14099,suspensivos
14100,puntos
14101,valió
14102,david]
14103,aceptaré
14104,juan]
14105,responde
14106,"conoces,"
14107,"liketuyo,"
14108,"tuyo,"
14109,uuuuh
14110,"súbete,"
14111,súbe-súbete
14112,"fuerte,"
14113,"pena,"
14114,"(súbete,"
14115,súbete)
14116,entregarte
14117,lyricsletra
14118,"""puntos"
14119,"suspensivos"""
14120,contributorspuntos
14121,pablo]
14122,pierdo
14123,"dignidad,"
14124,súbeteembed
14125,hora?
14126,llamándome
14127,envolverme
14128,quiera'
14129,"nah,"
14130,borré
14131,"borré,"
14132,(¡nah)
14133,(envolverme)
14134,(yeah-yeah-yeah)
14135,repetirlo
14136,"baby-be-be-bebé-bebé,"
14137,intentas
14138,leggo'
14139,"iguales,"
14140,encuentras
14141,"niegues,"
14142,perfil
14143,investigando
14144,fotos
14145,chequeando
14146,escondidas
14147,molestias
14148,insistir?
14149,¿para
14150,(ninguna)
14151,"""qué"
14152,"pretendes""]"
14153,"razón,"
14154,mamar
14155,retro
14156,kardashian
14157,"tiro,"
14158,embachan
14159,"prender,"
14160,snapchat
14161,facebook
14162,(¡plo)
14163,contributorstranslationsenglishdeutschqué
14164,cae'
14165,(uh-huh)
14166,quemar
14167,ti4embed
14168,gasolina
14169,gasolina)
14170,¡duro
14171,gatas
14172,motore'
14173,zúmbale
14174,prendan
14175,glory]
14176,gata
14177,rinde
14178,preparen
14179,debes
14180,weekend'es
14181,quitar
14182,"matadore'"""
14183,ajore'
14184,zorras
14185,apagan
14186,cazadore'
14187,tambore'
14188,menore'
14189,colore'
14190,acicala
14191,marquesina
14192,contributorstranslationsdeutschgasolina
14193,discrimina
14194,"turbinas,"
14195,yan-kee
14196,da-ddy
14197,this?
14198,"""gasolina""]"
14199,luce
14200,bocinas
14201,adrenalina
14202,tanque
14203,limusinas
14204,motoras
14205,"carros,"
14206,gasolina)28embed
14207,pues?
14208,que)
14209,pues)
14210,"línea,"
14211,"hacerlo,"
14212,"daddy?"""
14213,(mami;
14214,"(más,"
14215,hacerlo)
14216,"am,"
14217,"""3"
14218,(niña):
14219,pregunta
14220,enséñame
14221,(otra
14222,medallo
14223,webcam
14224,doy;
14225,(-oy-oy)
14226,quitarte
14227,"terminamo',"
14228,"desnudarte,"
14229,victoria
14230,(yeh-yeh-yeh)
14231,quité
14232,cuidarme
14233,sech)
14234,"(dímelo,"
14235,(-sito)
14236,"grito',"
14237,fanático
14238,lejito
14239,"alguito,"
14240,"webcam,"
14241,facetime
14242,remix;
14243,diver
14244,jhon
14245,parcero)
14246,(esto
14247,"loquito,"
14248,"""maltrátame"""
14249,chocaba
14250,prontito
14251,"medellín,"
14252,"to'),"
14253,(rompimos
14254,cereza
14255,crema
14256,mezclar
14257,"fue),"
14258,"(pri,"
14259,"(pla,"
14260,piscis
14261,yah-yah-yah;
14262,¡farru)
14263,guayé
14264,línea
14265,preguntó
14266,(yah-yah-yah)
14267,volverlo
14268,esta'
14269,algarete
14270,quemamo'
14271,quedamos
14272,onza
14273,"cripy,"
14274,hippie
14275,pla)
14276,"mude,"
14277,enseñe
14278,(tuve)
14279,caliento
14280,chimbita
14281,claros
14282,morenita
14283,consigue
14284,"cita,"
14285,rapidito
14286,(pu-pu-pum)
14287,consciente
14288,lente
14289,"allá,"
14290,(perfume)
14291,(n-i-c-k)
14292,aterricé
14293,(-terricé)
14294,vuelo
14295,(pensé)
14296,desnudé
14297,(desnudé)
14298,contributorsqué
14299,music2embed
14300,"tire,"
14301,"gusta',"
14302,pa'lante
14303,ay-ay
14304,(¡challenge)
14305,trr
14306,¡fuego
14307,"suave,"
14308,sentimiento
14309,cinturita
14310,(*¡zumba*)
14311,hables
14312,"(ajá),"
14313,"(dile),"
14314,(¡uah)
14315,duermes
14316,"lennox,"
14317,demuéstrame
14318,hablaste
14319,"trr,"
14320,tiren
14321,'té
14322,"tsunami,"
14323,modélame
14324,*wisin*]
14325,"tenni',"
14326,parecían
14327,lobo'
14328,"vigilan,"
14329,vacila'
14330,"who,"
14331,"who-who-who,"
14332,¡da-ddy
14333,"vivo,"
14334,(champion)
14335,(¡baby)
14336,(plo-plo)
14337,robo
14338,brillar
14339,"tendencia,"
14340,grabándote
14341,'tamos
14342,urba
14343,combo
14344,killa
14345,freno
14346,caballo
14347,bueno'
14348,"malo',"
14349,sueno
14350,lleno
14351,peine
14352,"esto,"
14353,like[puente
14354,¡trueno
14355,jedis
14356,e-e-e-e-e-e-evo
14357,"lante""]"
14358,lante
14359,terreno
14360,contributorstranslationsenglishque
14361,campeona
14362,(variación):
14363,[coro
14364,latigazo
14365,"(¡castígala),"
14366,muévelo
14367,(¡sigue)
14368,browser
14369,navega
14370,(¡zumba)
14371,estreno
14372,bajamo'
14373,barreno'
14374,¡trueno1embed
14375,quevedo]
14376,dormimo'
14377,empezamo'
14378,rezándole
14379,due-e-e-e-len
14380,vol
14381,"sessions,"
14382,bzrp
14383,duelen
14384,equipaje
14385,canaria'
14386,en)
14387,(suelta)
14388,vente
14389,quevedo
14390,"guacha,"
14391,avisa
14392,"biza,"
14393,"lpgc,"
14394,concierto
14395,mirándonos
14396,pedía
14397,apartamento
14398,"ojo',"
14399,"teteo,"
14400,garantiza'
14401,misa
14402,¡bizarrap
14403,uber
14404,pegas
14405,graba
14406,biza
14407,diеron
14408,"""vamos,"
14409,enseño
14410,"aire'"""
14411,nochе
14412,acercó
14413,die')
14414,"""quevedo:"
14415,"52""]"
14416,(perreamos
14417,"combo,"
14418,pintaba
14419,granate
14420,escaparate
14421,traten
14422,champán
14423,llegan
14424,ruido
14425,brindar
14426,contributorstranslationsenglishdeutschquevedo:
14427,eh-eh)1embed
14428,maría
14429,becerra]
14430,¿dónde
14431,aclarar
14432,regálame
14433,clima
14434,ver)
14435,"personal,"
14436,(inmediato)
14437,intentan
14438,vacacione'
14439,enero
14440,pocas
14441,inmediato
14442,"encima,"
14443,apareciste
14444,"agosto,"
14445,caigo
14446,size
14447,golosina
14448,empalagando
14449,"pin,"
14450,apareció
14451,dato
14452,(dato)
14453,"(siéntete,"
14454,(dime
14455,nike
14456,"parezca,"
14457,verte)
14458,"(verte,"
14459,dolido
14460,"becerra,"
14461,bésame)
14462,(dónde
14463,"estoy),"
14464,"motiva,"
14465,engreído
14466,nacido
14467,(voy)
14468,tuviste
14469,jodido
14470,sucedido
14471,pendientе'
14472,еstás?
14473,"(dime,"
14474,"(lady,"
14475,lady)
14476,"josé,"
14477,insista'
14478,rastro
14479,habido?)
14480,habido?
14481,"pues?""]"
14482,becerra
14483,¿sigue'
14484,marido?
14485,perdona
14486,atrevido
14487,navidad
14488,traído
14489,"vuelta',"
14490,hay)
14491,"dimo',"
14492,"pa',"
14493,(-o-o-o-o-oy)
14494,hay?
14495,"(hay,"
14496,parece'
14497,"motociclista,"
14498,porte
14499,importe'
14500,brújula
14501,norte
14502,contributorstranslationsdeutschqué
14503,vitrina14embed
14504,"rhythm,"
14505,night)
14506,"extremo,"
14507,(of
14508,tonight's
14509,"hacemo',"
14510,volvemo'
14511,corona]
14512,"stop,"
14513,extremo
14514,william]
14515,"corona,"
14516,upon
14517,[instrumental
14518,bridge]
14519,luzco
14520,medical
14521,"styles,"
14522,shot)
14523,(flu
14524,pedestal
14525,several
14526,scenario
14527,(2pac)
14528,(rooftop)
14529,merry
14530,daredevil
14531,(puta)
14532,keepin'
14533,addicted
14534,therapist
14535,movin's
14536,narrative
14537,"nonstop,"
14538,dealin'
14539,learned
14540,mexico
14541,(hahaha)
14542,"rebel,"
14543,improved
14544,"fire,"
14545,legos
14546,"rebels,"
14547,rosalía)
14548,(na')
14549,próspero
14550,(es
14551,"apldeap,"
14552,guay
14553,life)
14554,lyrics[pre-chorus:
14555,reebok
14556,estilista
14557,culpa;
14558,canelo
14559,ciego'
14560,alumbra
14561,haters
14562,"tumba,"
14563,(ra)
14564,"william,"
14565,contributorstranslationsespañolportuguêsenglishdeutschritmo
14566,tumban
14567,hakuna
14568,matata
14569,timón
14570,pumba
14571,space?18embed
14572,"rebotan,"
14573,nalga
14574,"mamarre,"
14575,"tetita,"
14576,debilita
14577,tetita
14578,muchachita
14579,"shorty,"
14580,postia'o
14581,metiéndole
14582,muchachota
14583,"jodan,"
14584,hacienda
14585,[refran]
14586,asume
14587,reprenda
14588,entienda'
14589,ofenda'
14590,shorty
14591,calzoncillo
14592,"bájale,"
14593,"brake,"
14594,aborrecimiento
14595,junito?
14596,presento
14597,(ma-)
14598,marrayo
14599,¿quieres
14600,"parta,"
14601,camisa
14602,botón
14603,suegros'
14604,guavate
14605,quiniento'
14606,lechón
14607,(¿no
14608,kino
14609,guaynabichy)
14610,charlee
14611,guayna-uayna-uayna-uayna-uayna-uaynabichy
14612,slogan
14613,fallar
14614,vayan
14615,menear
14616,menor
14617,"fino,"
14618,entiende'?)
14619,entienda)
14620,(er
14621,diablo)
14622,(unbelievable)
14623,muchachita)
14624,martillo
14625,tiene)
14626,saliéndose
14627,tobillo
14628,desgraciá'
14629,fucking
14630,bemba
14631,"colorá"""
14632,16?
14633,"""rebota""]"
14634,mamarre
14635,"18,"
14636,"entonce',"
14637,acampar
14638,montañas
14639,cayey
14640,librastes
14641,(claro)
14642,procreando?
14643,"tienes,"
14644,jugaba'
14645,voleibol
14646,atleta?
14647,góndola
14648,muslos
14649,chuleta
14650,empezamos
14651,camel
14652,toe
14653,condená'
14654,contributorsrebota
14655,mamarre1embed
14656,"""bailemos,"
14657,"muévete,"
14658,"eh"""
14659,"closer,"
14660,"jesy,"
14661,invité:
14662,"leigh-anne,"
14663,started
14664,"jade,"
14665,"cnco,"
14666,bailan
14667,"boom,"
14668,perrie]
14669,oh-eh-oh)
14670,lento*)
14671,[bridge
14672,(bailan
14673,tiempo)
14674,"richard,"
14675,muévete
14676,"sick,"
14677,"(oh-eh,"
14678,"(oh-eh-oh,"
14679,lento*
14680,*just
14681,oh*
14682,ahh
14683,"oh-woah,"
14684,doctor
14685,woah
14686,"perrie,"
14687,(cnco)
14688,"tempo,"
14689,*jesy*]
14690,báilalo
14691,"báilalo,"
14692,jade]
14693,playing
14694,"bailemos,"
14695,tonight?
14696,*tonight
14697,time?
14698,*jade*]
14699,lento)
14700,(*reggaetón
14701,"(*closer,"
14702,go*)
14703,[breakdown:
14704,leigh-anne]
14705,"""whatever,"""
14706,(ooh-ooh)
14707,hmm)
14708,"zabdiel,"
14709,cnco]
14710,excuse
14711,usually
14712,lips
14713,"""reggaetón"
14714,"crazy,"
14715,*perrie*]
14716,"""bailemos"")"
14717,(*un
14718,joel]
14719,"and,"
14720,floor)
14721,(lento)
14722,"stopping,"
14723,contributorstranslationsportuguêsespañolenglishreggaetón
14724,hey)
14725,bodies
14726,desire
14727,"feel,"
14728,ladies
14729,oh-eh-oh)61embed
14730,maltrato
14731,gracia'
14732,(número)
14733,mataba
14734,sonreía
14735,enrolaba
14736,"(tú,"
14737,borró
14738,(-tado)
14739,prendió
14740,extrañarla
14741,piense)
14742,(ni
14743,piense
14744,"número,"
14745,sentado
14746,superó
14747,"1964,"
14748,bloke
14749,(-cesitaba)
14750,(mataba)
14751,(súbelo)
14752,"""súbelo"""
14753,gritó:
14754,(superó)
14755,"lloraba,"
14756,cambiando
14757,contributorsrelación
14758,balón
14759,pagando
14760,¡huh
14761,"""relación""]"
14762,"(calle),"
14763,(maquillaje)
14764,(mensaje
14765,mensaje
14766,maquillaje
14767,"linda,"
14768,falle
14769,(-talle')
14770,detalle'
14771,alright1embed
14772,ipa'
14773,fine'
14774,(welcome
14775,"pendeja,"
14776,cacho'
14777,caíste
14778,cogiste
14779,trataste
14780,nah;
14781,contestar
14782,mata'ora
14783,bloqueo
14784,derrumbas
14785,lloras
14786,valoraste
14787,cuidaste
14788,malherido
14789,jale
14790,(farru)
14791,tremenda
14792,loquera
14793,borrachera
14794,oír
14795,"pri-yah-yah-yah-yah,"
14796,(¡prr)
14797,(¡d-d-d-dy)
14798,venta
14799,malparido
14800,(fa-rru)
14801,360°
14802,"brother,"
14803,jugadora
14804,(¡pum-pum-pum)
14805,rollin'
14806,(eah)
14807,"cansó,"
14808,coro
14809,pisa
14810,yan-kee)
14811,(¡da-ddy
14812,(d-d-d-dy)
14813,(one;
14814,huh)
14815,grabe
14816,enseñen
14817,"patrone',"
14818,patrona
14819,dedica'o
14820,así:
14821,creído
14822,llorar?
14823,(uhm)
14824,lleva'
14825,espera'
14826,tenía'
14827,"tuviste,"
14828,(mira)
14829,tanta'
14830,amarre
14831,deja'
14832,desgarre
14833,"princecita,"
14834,búscate
14835,"fiona,"
14836,"ahí"""
14837,incumpliste
14838,"contrato,"
14839,faltaba
14840,"maltrato,"
14841,daba'
14842,"apple,"
14843,"iphone,"
14844,perrear
14845,contributorstranslationsenglishdeutschrelación
14846,huh3embed
14847,"haría,"
14848,gustaría
14849,"mata',"
14850,cojine'
14851,"sierva,"
14852,mordiendo
14853,envició
14854,"pega',"
14855,serie
14856,anime
14857,muñequita
14858,ra-rauw)
14859,"hijueputa"""
14860,dile:
14861,"llame,"
14862,ruta
14863,cambiaste
14864,castigue
14865,gime
14866,"fruta,"
14867,fogata
14868,debe'
14869,nesty
14870,calloway
14871,"mentirme,"
14872,pasó?)
14873,puede'
14874,arrebata
14875,"(¡yah),"
14876,amarrar
14877,lengua
14878,"dejó,"
14879,pasó?
14880,"atravieso,"
14881,"frontear,"
14882,operada'
14883,abdomen
14884,atleta
14885,mahón
14886,apreta'o
14887,"""reloj""]"
14888,convertimo'
14889,putero
14890,"muero,"
14891,"labio',"
14892,coso
14893,coso)
14894,shootin'
14895,perrea
14896,clásico'
14897,luny
14898,tecato
14899,vin
14900,mafioso
14901,"diesel,"
14902,furioso
14903,(furioso)
14904,tiran
14905,(mafioso)
14906,celoso'
14907,contributorstranslationsenglishreloj
14908,oh-yeah-yeah4embed
14909,pullin'
14910,home?
14911,"be,"
14912,mojito
14913,"in,"
14914,order
14915,re-apply
14916,eyebrow
14917,"style,"
14918,feisty
14919,lippy
14920,tellin'
14921,"whispering,"
14922,"diva,"
14923,"mm,"
14924,beckoning
14925,kanye's
14926,"songs,"
14927,plays
14928,"saying,"
14929,silly
14930,"'round,"
14931,'round
14932,lyrics[chorus]
14933,telling
14934,contributorsride
14935,teasing
14936,touching
14937,you11embed
14938,rojos
14939,negras
14940,yeezys
14941,negra
14942,correas
14943,gafas
14944,p-90
14945,cucos
14946,números
14947,palos
14948,"fumo,"
14949,"barrio,"
14950,caserío
14951,tambor
14952,ojo
14953,rojas
14954,visten
14955,engancha'
14956,traspasa
14957,amarillo
14958,compre
14959,sangre
14960,fumo
14961,"jamz,"
14962,"cabrones,"
14963,brujo
14964,toto
14965,mojo
14966,bicho
14967,maestro
14968,rapeando
14969,toditos
14970,flojos
14971,"matando,"
14972,"guayaste,"
14973,úntate
14974,mentol
14975,significa
14976,"dolor,"
14977,prrrrra
14978,factory
14979,frabian
14980,eli
14981,"panadol,"
14982,"hoja,"
14983,"arcángel,"
14984,fronteando
14985,white-t
14986,"moja,"
14987,cojas
14988,entierro
14989,mandamos
14990,coronas
14991,"louis,"
14992,vergara
14993,abel
14994,abel)
14995,fulete
14996,boton
14997,tetas
14998,(mujer)
14999,"posiciones,"
15000,pintau
15001,camuflaje
15002,(morder)
15003,(negro
15004,rojo)
15005,(rojos)
15006,caín
15007,soldados
15008,"""rojo""]"
15009,rojo'
15010,cabrón?
15011,fuletes
15012,cojí
15013,"romanos,"
15014,"enmartillao',"
15015,perseao
15016,mozart
15017,aventador
15018,puertas
15019,suicidas
15020,opera
15021,hojas
15022,contributorsrojo
15023,draco
15024,pistol
15025,micro
15026,"ap,"
15027,piedras
15028,tronco
15029,hoja
15030,tito
15031,pillamos
15032,saliendo
15033,¡auh2embed
15034,"ándale,"
15035,rucón
15036,felón
15037,chingo
15038,ciento
15039,rapapón
15040,guacha
15041,ruco
15042,clica
15043,prendida
15044,toyota
15045,"ande,"
15046,pelones
15047,mota
15048,pases
15049,llámale
15050,idiota
15051,flota
15052,repleta
15053,"bachas,"
15054,jala
15055,cacha
15056,caguamas
15057,bellas
15058,"muchachas,"
15059,guachan
15060,"manda,"
15061,"anda,"
15062,juegos
15063,llenos
15064,"hebilla,"
15065,sicilia
15066,malillón
15067,biblia
15068,outro]
15069,federales
15070,redes
15071,burlar
15072,costales
15073,matorrales
15074,crecí
15075,"sierra,"
15076,cocaína
15077,entumida
15078,kush
15079,bolsitas
15080,esclava
15081,lanzan
15082,"estaba,"
15083,alabada
15084,carga
15085,"marihuana,"
15086,diamantada
15087,cadena
15088,"""rucón""]"
15089,tejana
15090,"para,"
15091,escuchan
15092,detonadas
15093,algunas
15094,cortadas
15095,"acaba,"
15096,contributorsrucón
15097,likeyo
15098,joint
15099,rucón1embed
15100,perrearte
15101,(empuja)
15102,permite
15103,"yo',"
15104,"muévelo,"
15105,"bla,"
15106,"bum-bum,"
15107,"(duro,"
15108,"-te,"
15109,"bebe,"
15110,gasta
15111,"guíllate,"
15112,sigue)
15113,blunt
15114,jowell]
15115,fumarme
15116,bum-bum
15117,chocha
15118,"bicho,"
15119,rompo
15120,"(¡papi,"
15121,chacón
15122,pegar
15123,velen
15124,"permite),"
15125,"para'o,"
15126,panty?
15127,venir
15128,loca]
15129,ponga'
15130,safaera
15131,lalalalalalala
15132,orma
15133,wow)
15134,"jowell,"
15135,botó
15136,¡jajajajaja
15137,superbellaca
15138,¡ah
15139,ponía
15140,pa-papi)
15141,yerba
15142,guíllate
15143,fuma'
15144,"blunt,"
15145,-me
15146,"(tra),"
15147,"to'a,"
15148,explotó
15149,tirarme
15150,"audi,"
15151,"honda,"
15152,woh)
15153,llame'
15154,nalgota'
15155,para'o
15156,"ame',"
15157,mame
15158,cachonda
15159,pepa
15160,"orma,"
15161,"(jajajaja,"
15162,nalgota'?
15163,fuga'o
15164,esconda'
15165,agárralo
15166,bonga
15167,sierva
15168,tiburón
15169,"arrodilla,"
15170,like[interludio:
15171,cree'?
15172,"lollipop,"
15173,conejo
15174,"(jajajajaja),"
15175,"(yo',"
15176,chupa
15177,(lalalalala)
15178,"""safaera""]"
15179,bla
15180,"(blow,"
15181,blow)
15182,(lalalalala;
15183,aight)
15184,(lalalalalalala)
15185,(aight;
15186,cepillá'
15187,¡tra)
15188,"respeto,"
15189,atreve'
15190,saliste
15191,"dormir,"
15192,"yo'),"
15193,putilla'
15194,contributorstranslationsdeutschenglishsafaera
15195,activa'o
15196,(empújamelo
15197,completo)
15198,lourdes
15199,clavarte
15200,"permite,"
15201,"(-te,"
15202,-te)
15203,ranks]
15204,(¡arr-ugh)
15205,quiere'?
15206,tetilla'
15207,orientando
15208,generacione'
15209,"nueva',"
15210,galactic
15211,mojen
15212,versátil
15213,boop
15214,cho-chocha
15215,"nalga,"
15216,te-teta'
15217,rozando
15218,¡buoh12embed
15219,desnudar
15220,[pos-estribillo]
15221,"mira,"
15222,parará
15223,papás
15224,regresar
15225,"salvajes,"
15226,"libres,"
15227,libres
15228,demuestre
15229,"sufrir,"
15230,aquello
15231,"""san"
15232,"lucas""]"
15233,contributorssan
15234,entregarle
15235,campo
15236,canciónembed
15237,saw
15238,realize
15239,deserve
15240,surprise
15241,crowded
15242,"na-na,"
15243,past
15244,contributorstranslationsрусскийtürkçeespañolportuguêspolskideutschfrançaisفارسیshqipsave
15245,wasn't
15246,teardrop
15247,(ah)147embed
15248,focused;
15249,punches
15250,"notice,"
15251,"morning,"
15252,"playing,"
15253,grab
15254,steal
15255,166
15256,zip
15257,quiet
15258,prolly
15259,impressed
15260,shy?
15261,(hot)
15262,titties
15263,"body-ody,"
15264,"had,"
15265,anybody
15266,realer
15267,committed
15268,hating
15269,quick
15270,try
15271,knowin'
15272,bush?
15273,beating
15274,pushin'
15275,shut
15276,"luckily,"
15277,"tell,"
15278,(do
15279,do?
15280,breath
15281,"shell,"
15282,reading
15283,wouldn't
15284,bug
15285,"chest,"
15286,dry
15287,shout
15288,scream
15289,bouncing
15290,"frontin',"
15291,contributorstranslationsespañolportuguêsfrançaisromânătürkçesay
15292,cheesin'
15293,"him,"
15294,so117embed
15295,pantera]
15296,ts
15297,barras
15298,coroné
15299,chavos
15300,triunfo
15301,salud
15302,pudra
15303,sagrada
15304,hermana
15305,líder
15306,"historia,"
15307,islas
15308,"fobias,"
15309,desgracia
15310,podrida
15311,oferta
15312,"ts,"
15313,vieja
15314,chapa
15315,ap
15316,"kd,"
15317,"bentley,"
15318,"diosito,"
15319,pasarme
15320,levantando
15321,pana
15322,"grada,"
15323,carlos
15324,"arana,"
15325,disqueras
15326,ca'
15327,"semana,"
15328,valoro
15329,comprarle
15330,bate
15331,"lana,"
15332,frases
15333,chándal
15334,"barra,"
15335,espacial
15336,mundial
15337,yére
15338,"villareal,"
15339,ídolo
15340,jóvenes
15341,lluevan
15342,dólares
15343,lograré
15344,cima
15345,"base,"
15346,"oración,"
15347,"barrio""]"
15348,"pantera,"
15349,jeh
15350,"beats,"
15351,rookies
15352,"soon,"
15353,estallo
15354,gas
15355,efectivo
15356,wav
15357,suela
15358,pies
15359,corren
15360,corro
15361,dándome
15362,fuga
15363,fleece
15364,empecé
15365,vvs
15366,"""puto,"
15367,setecientos
15368,"frente"""
15369,"estuvieron,"
15370,coronel
15371,imité
15372,multipliqué
15373,santera
15374,grabé
15375,gasté
15376,pónganse
15377,malembed
15378,pasen
15379,besó
15380,morrita
15381,empezando
15382,gustarme
15383,"botella,"
15384,rogarte
15385,fondo
15386,"olvidé,"
15387,mero
15388,quedarme
15389,"jajaja,"
15390,contributorsse
15391,"olvidó""]"
15392,dolida
15393,tomé
15394,cervecitas
15395,conseguimos
15396,levantamos
15397,morras
15398,armó
15399,fiestón
15400,quedarmeembed
15401,mulatto)
15402,vroom
15403,callin
15404,mccreery
15405,wang
15406,it’s
15407,prettyboys
15408,destiny's
15409,lightskinkeisha
15410,youngsta)
15411,brat
15412,blacc
15413,aloe
15414,tight
15415,andrade
15416,daniela
15417,puddles
15418,please
15419,temples
15420,mckenna
15421,declan
15422,rapture
15423,hardy
15424,truck
15425,vibes
15426,bbno$)
15427,weekend
15428,pearce
15429,navvy
15430,paraphernalia
15431,torgus)
15432,devault
15433,push
15434,jac
15435,buddy)
15436,ok
15437,ramos)
15438,panther
15439,bomb
15440,valdés
15441,blxst
15442,bktherula
15443,admit
15444,havi
15445,peezy)
15446,approach
15447,tyler
15448,helman
15449,dagny
15450,doeee
15451,struts
15452,williams)
15453,robbie
15454,strange
15455,lova
15456,aaron
15457,bite
15458,avio
15459,joe
15460,lois
15461,fabolous
15462,sittin
15463,sossa
15464,sally
15465,gmfu
15466,shygirl
15467,elliana
15468,bareilles
15469,sara
15470,envy
15471,found
15472,novo
15473,honest
15474,morby
15475,campfire
15476,burg
15477,lancaster
15478,zzz's
15479,unreal
15480,monica
15481,waters
15482,curtis
15483,freckles
15484,trenches
15485,dapperton
15486,gus
15487,medicine
15488,bow
15489,yungblud)
15490,gravy
15491,yup
15492,pritty
15493,lithuania
15494,dogg)
15495,tiller
15496,-bryson
15497,inhale
15498,lyricshit
15499,09/04/20
15500,baggin'
15501,happening
15502,omg
15503,finneas
15504,685
15505,jawsh
15506,tyga)
15507,mishaal
15508,lou
15509,re(a)d
15510,actress
15511,walking
15512,arsenic
15513,tobi
15514,endorphins
15515,tinashe)
15516,glitch
15517,mika
15518,audrey
15519,gatorade
15520,bas)
15521,bummerland
15522,bike
15523,peddle
15524,ytram
15525,superm
15526,tiger
15527,ca
15528,echalo
15529,dropout
15530,school
15531,ajr
15532,sigala
15533,velour
15534,euro
15535,halle
15536,"cat,"
15537,of?
15538,codes
15539,cheat
15540,cxloe)
15541,lover
15542,yuna
15543,lasting
15544,deaton
15545,tuethday
15546,saxe
15547,jp
15548,yours
15549,invisible
15550,guaynaa)
15551,messy
15552,rucciembed
15553,"secreto,"
15554,"enloquecer,"
15555,"(bebé),"
15556,"nosotros,"
15557,ez
15558,"bebe-bebecita,"
15559,(temprano)
15560,ah-ah-ah-ah
15561,entere
15562,(comemo')
15563,escondido'
15564,mato
15565,"celibato,"
15566,vemo';
15567,"saber,"
15568,(nos
15569,pacto
15570,(testigo)
15571,(-dido')
15572,"(-tere,"
15573,(babe;
15574,(oh-oh-oh-oh)
15575,"(uah-uah,"
15576,(bebe-bebecita;
15577,prida
15578,"(hmm,"
15579,(¡brr)
15580,bebecito
15581,beat)
15582,"(bebecita),"
15583,mano)
15584,"oh),"
15585,vemo')
15586,(no'
15587,solo'
15588,"""secreto""]"
15589,contributorstranslationshebrewenglishdeutschsecreto
15590,(-cato)
15591,"(eh-eh),"
15592,"saben,"
15593,secretos
15594,matamo'
15595,eh-eh)12embed
15596,la-la-la
15597,runnin'
15598,señorita
15599,ooh-la-la-la
15600,"true,"
15601,mendes]
15602,pretend
15603,cabello]
15604,felt
